Arc time (s)	Amperage (A)	Voltage (V)	Wire feed speed (in/min)	WeldScore (%)	Global scale factor	True Energy (J)
6/23/2025 11:17:21 AM
0.000	11.8	4.2	64	0.0	-0.2646	231
0.235	67.2	15.5	164	0.0	-0.2022	579
0.485	82.5	16.6	182	0.0	-0.1748	820
0.719	80.8	15.9	180	0.0	-0.2104	1070
0.953	79.7	15.6	177	0.0	-0.1631	1443
1.188	79.1	15.6	179	0.0	-0.1308	1685
1.422	79.4	15.4	178	0.0	-0.1902	1933
1.672	79.2	15.4	179	0.0	-0.1564	2306
1.906	79.8	15.5	179	0.0	-0.1414	2552
2.156	79.3	15.6	179	0.0	-0.1381	2925
2.406	79.9	15.8	178	0.0	-0.2070	3177
2.656	79.9	15.7	179	0.0	-0.2065	3550
2.922	78.7	15.4	178	0.0	-0.1360	3792
3.172	78.4	15.3	179	0.0	-0.1816	4161
3.391	78.7	15.4	179	0.0	-0.1345	4406
3.641	79.5	15.5	179	0.0	-0.1675	4778
3.891	79.6	15.5	179	0.0	-0.1274	5028
4.125	79.1	15.5	180	0.0	-0.1705	5270
4.360	79.0	15.6	179	0.0	-0.1125	5649
4.594	78.9	15.6	179	0.0	-0.1674	5892
4.828	78.7	15.5	176	0.0	-0.1621	6143
5.063	79.7	15.4	178	0.0	-0.1290	6520
5.297	79.8	15.4	179	0.0	-0.1419	6765
5.531	79.8	15.5	179	0.0	-0.1269	7019
5.766	80.1	15.4	178	0.0	-0.1331	7393
6.000	80.4	15.4	178	0.0	-0.0325	7641
6.235	80.5	15.4	180	0.0	-0.0651	8018
6.469	80.5	15.5	179	0.0	-0.0714	8277
6.703	80.3	15.4	179	0.0	-0.0297	8530
6.938	80.0	15.5	179	0.0	-0.1116	8781
7.188	79.0	15.6	179	0.0	-0.0988	9155
7.438	78.9	15.7	180	0.0	-0.1308	9528
7.672	78.9	15.4	179	0.0	-0.0991	9767
7.938	80.1	15.1	179	0.0	-0.0732	10025
8.172	80.7	15.3	179	0.0	-0.0273	10402
8.406	78.4	15.6	178	0.0	-0.0044	10651
8.656	76.8	15.7	177	0.0	-0.0366	11025
8.891	76.9	15.9	180	0.0	-0.0719	11277
9.141	77.2	15.8	179	0.0	-0.0421	11643
9.375	78.8	15.6	178	0.0	-0.0515	11900
9.610	79.3	15.6	178	0.0	-0.0700	12145
9.860	78.1	15.6	179	0.0	-0.0882	12514
10.094	76.4	15.6	179	0.0	-0.0967	12761
10.328	77.7	15.7	181	0.0	-0.0576	13010
10.563	77.7	15.9	179	0.0	-0.0569	13379
10.797	78.0	15.8	180	0.0	-0.1576	13636
11.047	78.7	15.6	180	0.0	-0.1383	14007
11.281	78.3	15.5	180	0.0	-0.1362	14255
11.516	77.8	15.6	179	0.0	-0.0938	14500
11.750	78.0	15.6	178	0.0	-0.1589	14877
11.985	77.7	15.6	179	0.0	-0.0804	15124
12.219	78.6	15.7	178	0.0	-0.1694	15374
12.453	78.4	15.8	179	0.0	-0.1744	15747
12.688	79.2	15.8	179	0.0	-0.1700	16000
12.922	78.4	15.8	179	0.0	-0.2141	16248
13.156	79.1	15.8	179	0.0	-0.2198	16627
13.406	79.1	15.8	179	0.0	-0.2279	16878
13.641	79.1	15.8	178	0.0	-0.2046	17254
13.875	78.5	15.7	179	0.0	-0.2080	17495
14.110	78.5	15.6	179	0.0	-0.2254	17743
14.344	78.2	15.5	180	0.0	-0.1973	18106
14.594	76.9	15.4	179	0.0	-0.2329	18347
14.828	77.7	15.6	178	0.0	-0.2326	18596
15.078	77.8	15.7	178	0.0	-0.1943	18959
15.313	77.7	15.7	178	0.0	-0.2672	19200
15.547	77.4	15.8	180	0.0	-0.2482	19569
15.781	77.2	15.9	180	0.0	-0.2941	19811
16.016	77.1	15.8	179	0.0	-0.2502	20056
16.250	77.3	15.7	180	0.0	-0.3092	20416
16.485	77.3	15.7	180	0.0	-0.2985	20656
16.719	77.5	15.6	179	0.0	-0.3041	20897
16.969	77.6	15.7	179	0.0	-0.3275	21263
17.203	76.7	15.7	179	0.0	-0.3078	21504
17.438	76.9	15.6	179	0.0	-0.3038	21857
17.672	77.3	15.6	178	0.0	-0.3213	22097
17.906	77.4	15.4	178	0.0	-0.3192	22342
18.141	76.7	15.4	180	0.0	-0.2993	22694
18.375	77.1	15.3	179	0.0	-0.2744	22929
18.610	78.7	15.4	180	0.0	-0.2456	23173
18.844	79.4	15.2	179	0.0	-0.1835	23538
19.063	78.0	15.2	178	0.0	-0.2309	23772
19.313	78.0	15.3	180	0.0	-0.1810	24019
19.563	78.6	15.3	179	0.0	-0.1858	24382
19.797	78.8	15.1	179	0.0	-0.1386	24623
20.031	77.0	15.0	180	0.0	-0.0665	24855
20.266	77.1	14.9	178	0.0	-0.1146	25218
20.500	77.0	15.1	180	0.0	-0.0550	25460
20.750	77.6	15.6	179	0.0	-0.1204	25830
20.985	77.2	15.7	179	0.0	-0.1052	26079
21.219	77.6	15.7	180	0.0	-0.1243	26330
21.453	76.9	15.7	179	0.0	-0.1426	26697
21.703	78.1	15.7	179	0.0	-0.1135	26947
21.953	77.6	15.8	179	0.0	-0.1590	27316
22.203	77.5	15.9	181	0.0	-0.1708	27564
6/23/2025 11:20:43 AM
0.000	49.4	24.3	212	0.0	-0.0031	300
0.235	81.1	19.8	181	0.0	-0.0857	543
0.453	81.9	16.3	180	0.0	-0.0807	819
0.703	77.1	15.9	180	0.0	-0.0760	1187
0.938	76.9	16.0	180	0.0	-0.1231	1435
1.188	77.2	16.0	180	0.0	-0.1821	1805
1.422	77.3	16.1	180	0.0	-0.2326	2054
1.657	77.5	16.2	180	0.0	-0.2179	2306
1.891	78.0	16.1	178	0.0	-0.2365	2677
2.125	77.0	15.9	181	0.0	-0.2393	2923
2.375	77.0	15.9	178	0.0	-0.2939	3285
2.610	76.3	15.9	180	0.0	-0.2886	3524
2.844	76.5	15.8	179	0.0	-0.2946	3767
3.063	76.1	15.8	178	0.0	-0.3434	4125
3.313	76.3	15.9	179	0.0	-0.3329	4362
3.563	76.4	15.9	179	0.0	-0.3539	4602
3.797	76.1	15.8	178	0.0	-0.3642	4960
4.032	76.7	15.6	179	0.0	-0.3613	5196
4.266	77.1	15.6	180	0.0	-0.3828	5554
4.516	75.8	15.6	179	0.0	-0.3604	5787
4.750	75.3	15.6	179	0.0	-0.3688	6019
5.000	76.3	15.6	179	0.0	-0.3867	6375
5.219	77.7	15.6	179	0.0	-0.3894	6615
5.453	77.7	15.6	178	0.0	-0.3786	6857
5.719	77.2	15.6	179	0.0	-0.4084	7212
5.969	77.4	15.6	179	0.0	-0.3680	7571
6.219	77.0	15.6	179	0.0	-0.3856	7807
6.453	76.3	15.7	181	0.0	-0.4075	8045
6.688	75.9	15.7	179	0.0	-0.4250	8396
6.922	75.9	15.7	180	0.0	-0.4162	8630
7.172	76.8	15.7	180	0.0	-0.4140	8987
7.407	77.1	15.6	178	0.0	-0.4239	9221
7.641	76.6	15.4	179	0.0	-0.4042	9456
7.875	76.4	15.4	179	0.0	-0.4074	9804
8.125	76.3	15.5	180	0.0	-0.3899	10035
8.391	76.0	15.6	180	0.0	-0.3879	10381
8.641	76.7	15.4	179	0.0	-0.3475	10607
8.875	76.6	15.4	180	0.0	-0.3926	10961
9.125	77.0	15.5	179	0.0	-0.3576	11200
9.360	76.5	15.4	178	0.0	-0.3761	11434
9.594	76.2	15.4	178	0.0	-0.3642	11784
9.828	76.1	15.4	179	0.0	-0.3510	12018
10.047	76.3	15.3	180	0.0	-0.3059	12245
10.282	76.6	15.3	178	0.0	-0.2973	12601
10.532	77.5	15.4	179	0.0	-0.3223	12841
10.766	77.4	15.5	179	0.0	-0.2983	13197
11.000	77.2	15.5	179	0.0	-0.3284	13440
11.219	77.8	15.5	180	0.0	-0.2854	13678
11.500	77.9	15.4	179	0.0	-0.2486	14038
11.735	76.8	15.3	179	0.0	-0.2926	14278
11.985	76.9	15.3	183	0.0	-0.2644	14632
12.219	77.2	15.3	180	0.0	-0.2399	14869
12.453	77.0	15.3	180	0.0	-0.2028	15104
12.688	77.9	15.4	178	0.0	-0.2235	15466
12.938	77.4	15.4	179	0.0	-0.2151	15707
13.188	77.9	15.5	179	0.0	-0.2400	16072
13.407	78.4	15.5	179	0.0	-0.1683	16323
13.641	77.5	15.6	179	0.0	-0.2329	16563
13.875	77.4	15.4	179	0.0	-0.1740	16921
14.125	78.0	15.5	180	0.0	-0.1823	17163
14.375	79.0	15.6	179	0.0	-0.2399	17543
14.610	78.5	15.6	178	0.0	-0.2264	17785
14.844	77.6	15.7	180	0.0	-0.2467	18022
15.094	77.7	15.5	178	0.0	-0.1888	18391
15.328	77.6	15.5	178	0.0	-0.2061	18636
15.578	78.2	15.6	178	0.0	-0.2264	18995
15.813	76.3	15.7	178	0.0	-0.2510	19240
16.032	76.9	15.6	180	0.0	-0.2477	19477
16.266	77.6	15.7	178	0.0	-0.2222	19848
16.516	77.1	15.7	180	0.0	-0.2726	20092
16.750	77.1	15.7	179	0.0	-0.2795	20335
16.985	76.7	15.7	178	0.0	-0.2580	20694
17.203	76.0	15.8	178	0.0	-0.2938	20931
17.438	75.0	15.9	179	0.0	-0.3261	21172
17.688	75.3	15.9	181	0.0	-0.3088	21525
17.922	76.9	15.7	179	0.0	-0.3411	21769
18.172	77.1	15.7	179	0.0	-0.3127	22127
18.391	76.5	15.7	178	0.0	-0.3396	22362
18.641	76.0	15.6	178	0.0	-0.3197	22603
18.875	76.5	15.6	180	0.0	-0.3332	22960
19.125	76.1	15.6	179	0.0	-0.3104	23195
19.391	75.4	15.6	179	0.0	-0.3554	23548
19.625	76.8	15.6	179	0.0	-0.3551	23786
19.860	76.6	15.7	180	0.0	-0.3334	24024
20.094	76.7	15.7	179	0.0	-0.3729	24380
20.328	77.5	15.6	183	0.0	-0.3438	24616
20.594	76.7	15.6	180	0.0	-0.3457	24974
20.844	77.0	15.6	179	0.0	-0.3779	25217
21.063	76.0	15.7	179	0.0	-0.3535	25567
21.313	76.1	15.7	180	0.0	-0.3787	25803
21.563	76.3	15.7	178	0.0	-0.3784	26037
21.797	74.9	15.7	178	0.0	-0.3870	26385
22.032	76.0	15.7	179	0.0	-0.4166	26622
6/23/2025 11:24:06 AM
0.000	19.5	23.5	205	0.0	-0.3399	137
0.235	62.8	24.1	162	0.0	-0.2391	333
0.485	79.7	17.1	178	0.0	-0.2734	697
0.719	77.4	15.7	178	0.0	-0.3074	935
0.953	77.0	16.0	179	0.0	-0.3297	1307
1.188	76.0	16.0	178	0.0	-0.3251	1546
1.422	76.0	15.9	179	0.0	-0.3633	1789
1.656	76.6	15.9	179	0.0	-0.3800	2148
1.906	75.6	15.9	180	0.0	-0.3628	2383
2.141	76.6	15.7	180	0.0	-0.3894	2619
2.391	77.9	15.5	178	0.0	-0.3574	2978
2.625	76.9	15.5	181	0.0	-0.3778	3207
2.860	76.6	15.6	178	0.0	-0.3713	3566
3.110	76.3	15.5	178	0.0	-0.3771	3800
3.328	76.4	15.5	179	0.0	-0.3818	4036
3.563	76.1	15.6	179	0.0	-0.3752	4389
3.797	76.3	15.6	180	0.0	-0.3598	4630
4.031	76.3	15.5	179	0.0	-0.3366	4861
4.281	78.2	15.4	179	0.0	-0.3580	5225
4.531	79.1	15.4	179	0.0	-0.3229	5468
4.766	79.1	15.5	175	0.0	-0.3197	5829
5.000	79.0	15.5	181	0.0	-0.3174	6078
5.235	78.3	15.4	179	0.0	-0.3309	6319
5.485	77.5	15.4	180	0.0	-0.3298	6676
5.735	77.4	15.5	179	0.0	-0.3089	6915
5.969	77.2	15.5	180	0.0	-0.3380	7274
6.188	77.8	15.5	181	0.0	-0.3132	7517
6.422	79.0	15.5	179	0.0	-0.3215	7761
6.672	78.4	15.6	179	0.0	-0.2902	8125
6.922	76.3	15.7	179	0.0	-0.3477	8359
7.156	75.2	15.8	178	0.0	-0.3671	8716
7.406	75.3	15.8	180	0.0	-0.3382	8953
7.625	75.4	15.8	179	0.0	-0.3849	9190
7.875	77.2	15.6	179	0.0	-0.3425	9545
8.110	78.4	15.4	178	0.0	-0.3709	9784
8.360	77.1	15.4	179	0.0	-0.3455	10137
8.578	75.7	15.4	179	0.0	-0.3392	10366
8.813	77.7	15.4	180	0.0	-0.2974	10612
9.063	77.4	15.5	182	0.0	-0.2936	10971
9.313	75.8	15.5	180	0.0	-0.2948	11201
9.531	76.5	15.5	180	0.0	-0.3203	11440
9.766	77.4	15.5	178	0.0	-0.3312	11800
10.000	76.9	15.6	179	0.0	-0.3283	12037
10.250	76.7	15.6	180	0.0	-0.3026	12401
10.485	76.9	15.5	179	0.0	-0.3273	12636
10.719	76.9	15.6	179	0.0	-0.3033	12877
10.938	76.4	15.6	178	0.0	-0.2828	13118
11.172	77.0	15.6	179	0.0	-0.3264	13476
11.406	78.1	15.5	179	0.0	-0.3176	13720
11.641	78.5	15.5	180	0.0	-0.3164	13958
11.891	78.6	15.5	182	0.0	-0.3135	14324
12.110	77.2	15.5	179	0.0	-0.2984	14560
12.328	77.1	15.6	178	0.0	-0.3050	14805
12.578	76.4	15.7	179	0.0	-0.3141	15165
12.828	76.0	15.7	180	0.0	-0.3332	15398
13.078	77.5	15.7	179	0.0	-0.3410	15766
13.297	77.2	15.6	179	0.0	-0.3440	16002
13.563	77.6	15.6	178	0.0	-0.3403	16364
13.797	78.1	15.6	177	0.0	-0.3391	16609
14.047	77.2	15.5	179	0.0	-0.3315	16847
14.281	77.6	15.4	181	0.0	-0.2782	17207
14.500	76.8	15.4	179	0.0	-0.3037	17443
14.750	76.6	15.5	178	0.0	-0.3009	17688
14.985	77.0	15.5	179	0.0	-0.3191	18038
15.219	77.3	15.5	181	0.0	-0.2849	18282
15.453	76.6	15.6	179	0.0	-0.3021	18641
15.688	76.6	15.7	179	0.0	-0.2885	18881
15.906	76.4	15.6	179	0.0	-0.2960	19119
16.172	76.6	15.6	176	0.0	-0.3229	19479
16.406	76.6	15.6	179	0.0	-0.3134	19710
16.641	76.0	15.6	179	0.0	-0.3053	19946
16.860	75.9	15.7	178	0.0	-0.3115	20306
17.094	76.0	15.7	180	0.0	-0.3417	20539
17.344	76.8	15.6	180	0.0	-0.3115	20780
17.578	76.1	15.6	179	0.0	-0.3520	21133
17.797	75.2	15.7	179	0.0	-0.3425	21369
18.031	74.8	15.8	179	0.0	-0.3609	21601
18.266	75.0	15.7	178	0.0	-0.3606	21950
18.516	75.3	15.5	179	0.0	-0.3472	22186
18.766	75.6	15.6	179	0.0	-0.3406	22535
19.016	75.2	15.6	178	0.0	-0.3554	22770
19.235	76.2	15.7	178	0.0	-0.3757	23009
19.485	77.3	15.4	180	0.0	-0.3460	23363
19.735	77.5	15.4	179	0.0	-0.3490	23601
19.985	75.8	15.4	179	0.0	-0.3415	23951
20.219	76.6	15.4	180	0.0	-0.3254	24186
20.453	76.3	15.4	179	0.0	-0.2730	24535
20.688	76.5	15.4	181	0.0	-0.3226	24778
20.938	77.7	15.5	179	0.0	-0.3173	25018
21.172	77.0	15.5	178	0.0	-0.3089	25376
21.406	76.8	15.6	179	0.0	-0.2853	25611
21.641	75.9	15.7	180	0.0	-0.3347	25970
21.891	75.6	15.7	179	0.0	-0.3412	26205
22.125	75.9	15.6	179	0.0	-0.3410	26442
6/23/2025 11:27:28 AM
0.000	43.8	23.9	216	0.0	-0.0587	312
0.281	82.8	18.9	184	0.0	-0.1236	569
0.515	79.2	16.1	179	0.0	-0.1579	945
0.750	75.6	15.9	180	0.0	-0.1717	1190
0.984	76.1	15.9	179	0.0	-0.1708	1433
1.218	77.1	16.0	179	0.0	-0.1733	1804
1.468	76.9	15.9	179	0.0	-0.2185	2046
1.718	75.9	15.9	180	0.0	-0.1841	2409
1.968	77.2	15.9	179	0.0	-0.2315	2663
2.218	76.3	15.8	178	0.0	-0.2474	3022
2.453	76.6	15.7	179	0.0	-0.2849	3265
2.718	76.0	15.8	179	0.0	-0.2760	3623
2.968	76.0	15.8	179	0.0	-0.3036	3865
3.218	76.2	15.7	179	0.0	-0.2641	4221
3.453	76.2	15.6	177	0.0	-0.2636	4455
3.687	77.8	15.5	179	0.0	-0.3007	4702
3.937	78.3	15.6	178	0.0	-0.3045	5069
4.172	77.4	15.6	180	0.0	-0.3141	5311
4.422	77.1	15.7	179	0.0	-0.3109	5674
4.640	77.2	15.7	179	0.0	-0.3200	5913
4.859	76.6	15.7	179	0.0	-0.3257	6150
5.125	76.3	15.7	180	0.0	-0.3136	6508
5.359	75.9	15.8	181	0.0	-0.3504	6747
5.609	76.1	15.7	180	0.0	-0.3516	7105
5.843	75.3	15.7	179	0.0	-0.3699	7333
6.078	75.8	15.7	179	0.0	-0.3692	7568
6.312	76.3	15.6	179	0.0	-0.3579	7929
6.547	76.7	15.6	179	0.0	-0.3730	8168
6.781	76.2	15.7	179	0.0	-0.3534	8403
7.015	75.6	15.7	178	0.0	-0.3554	8753
7.250	75.8	15.7	179	0.0	-0.3983	8990
7.500	75.7	15.7	180	0.0	-0.3941	9342
7.765	77.0	15.5	179	0.0	-0.3450	9581
7.984	77.1	15.4	179	0.0	-0.3680	9814
8.218	76.6	15.5	181	0.0	-0.3772	10167
8.453	74.7	15.5	180	0.0	-0.3648	10392
8.703	75.7	15.5	180	0.0	-0.3669	10747
8.937	76.8	15.3	180	0.0	-0.3001	10976
9.172	77.0	15.2	179	0.0	-0.3095	11208
9.406	76.1	15.4	178	0.0	-0.3067	11566
9.640	77.2	15.5	178	0.0	-0.2456	11807
9.890	76.7	15.5	178	0.0	-0.3128	12040
10.125	75.6	15.5	178	0.0	-0.2760	12388
10.359	76.1	15.5	179	0.0	-0.2927	12621
10.593	76.4	15.4	179	0.0	-0.3023	12974
10.828	76.3	15.5	179	0.0	-0.2759	13214
11.078	77.3	15.6	180	0.0	-0.3127	13452
11.312	76.7	15.5	179	0.0	-0.2661	13813
11.547	76.0	15.5	179	0.0	-0.3111	14046
11.781	76.2	15.6	179	0.0	-0.2720	14280
12.015	76.8	15.4	179	0.0	-0.2956	14643
12.265	76.6	15.4	179	0.0	-0.2538	14877
12.500	77.2	15.5	176	0.0	-0.2183	15234
12.750	76.8	15.3	179	0.0	-0.2427	15474
12.968	77.6	15.5	178	0.0	-0.2248	15720
13.218	77.2	15.5	179	0.0	-0.2626	16076
13.453	77.3	15.5	179	0.0	-0.2630	16322
13.703	76.6	15.4	179	0.0	-0.1948	16676
13.937	76.7	15.4	179	0.0	-0.2213	16918
14.156	77.1	15.4	179	0.0	-0.2362	17156
14.390	77.6	15.4	180	0.0	-0.2337	17522
14.640	77.4	15.6	179	0.0	-0.2438	17763
14.875	76.3	15.5	178	0.0	-0.1960	18003
15.109	76.8	15.5	179	0.0	-0.1908	18361
15.328	76.1	15.4	178	0.0	-0.2028	18596
15.578	76.8	15.4	179	0.0	-0.1693	18842
15.828	76.2	15.4	179	0.0	-0.1098	19199
16.078	76.2	15.5	178	0.0	-0.1776	19442
16.297	76.1	15.7	178	0.0	-0.2165	19799
16.531	77.5	15.6	178	0.0	-0.1545	20039
16.765	77.2	15.6	179	0.0	-0.2154	20287
17.015	77.0	15.6	180	0.0	-0.2241	20652
17.265	75.3	15.7	179	0.0	-0.2130	20886
17.500	75.8	15.5	178	0.0	-0.2161	21245
17.734	75.6	15.5	180	0.0	-0.2269	21477
17.968	76.1	15.6	180	0.0	-0.1522	21719
18.203	76.3	15.6	179	0.0	-0.2075	22085
18.437	76.1	15.6	178	0.0	-0.2112	22322
18.687	76.1	15.6	179	0.0	-0.2261	22568
18.922	76.6	15.7	176	0.0	-0.2298	22928
19.156	77.5	15.6	178	0.0	-0.1897	23174
19.390	77.0	15.4	179	0.0	-0.1816	23525
19.640	77.7	15.3	178	0.0	-0.1953	23773
19.875	77.9	15.5	180	0.0	-0.2059	24010
20.109	77.5	15.7	179	0.0	-0.1681	24379
20.343	76.6	15.7	180	0.0	-0.2107	24617
20.593	75.7	15.6	179	0.0	-0.2070	24981
20.828	76.2	15.6	180	0.0	-0.1926	25220
21.062	75.7	15.6	180	0.0	-0.1677	25451
21.312	75.1	15.6	179	0.0	-0.1896	25813
21.547	75.0	15.7	178	0.0	-0.1845	26047
21.781	75.1	15.8	179	0.0	-0.2210	26286
22.031	76.0	15.8	178	0.0	-0.2619	26646
6/23/2025 11:30:51 AM
0.000	0.0	7.4	37	0.0	0.0000	3
0.297	55.8	24.9	170	0.0	-0.2199	366
0.547	78.8	17.3	179	0.0	-0.2520	604
0.782	75.9	15.7	180	0.0	-0.2897	954
1.016	75.6	15.9	179	0.0	-0.3298	1195
1.250	76.7	15.8	179	0.0	-0.2897	1433
1.500	76.9	15.8	179	0.0	-0.3389	1797
1.750	75.8	15.8	179	0.0	-0.3563	2034
2.000	76.2	15.8	180	0.0	-0.3466	2389
2.235	75.9	15.8	178	0.0	-0.3515	2631
2.469	76.0	15.7	179	0.0	-0.3685	2984
2.719	76.2	15.7	179	0.0	-0.3826	3218
2.969	76.1	15.7	180	0.0	-0.3612	3574
3.188	76.5	15.6	179	0.0	-0.3926	3813
3.422	76.7	15.6	179	0.0	-0.3892	4048
3.657	76.0	15.6	179	0.0	-0.3883	4406
3.922	75.5	15.7	179	0.0	-0.3905	4636
4.141	75.7	15.7	179	0.0	-0.4022	4874
4.407	76.5	15.7	178	0.0	-0.3961	5227
4.641	76.9	15.6	178	0.0	-0.3929	5461
4.875	79.1	15.4	179	0.0	-0.3781	5827
5.125	79.4	15.4	177	0.0	-0.3710	6065
5.360	78.1	15.5	180	0.0	-0.3539	6418
5.594	77.0	15.4	180	0.0	-0.3795	6657
5.829	77.6	15.4	179	0.0	-0.3260	6891
6.079	78.3	15.4	179	0.0	-0.3373	7251
6.375	78.5	15.4	178	0.0	-0.3253	7614
6.625	78.8	15.4	180	0.0	-0.3477	7856
6.875	77.8	15.6	179	0.0	-0.3185	8214
7.110	77.0	15.6	179	0.0	-0.3374	8448
7.344	77.1	15.7	179	0.0	-0.3603	8693
7.594	76.4	15.7	180	0.0	-0.3361	9046
7.829	76.8	15.6	179	0.0	-0.3213	9285
8.079	77.8	15.4	179	0.0	-0.3249	9644
8.313	76.3	15.4	180	0.0	-0.3037	9879
8.547	76.5	15.4	180	0.0	-0.3125	10115
8.797	77.1	15.5	179	0.0	-0.3193	10470
9.032	76.3	15.5	179	0.0	-0.2785	10707
9.282	77.1	15.4	178	0.0	-0.2994	11067
9.532	76.2	15.4	179	0.0	-0.2894	11300
9.766	74.8	15.4	179	0.0	-0.2837	11641
10.000	76.0	15.5	183	0.0	-0.3131	11878
10.266	76.5	15.5	180	0.0	-0.2998	12237
10.516	77.4	15.5	181	0.0	-0.2801	12481
10.735	77.0	15.5	180	0.0	-0.2928	12720
10.969	77.0	15.4	180	0.0	-0.2599	13070
11.250	77.3	15.3	180	0.0	-0.2654	13311
11.500	77.2	15.5	179	0.0	-0.2712	13671
11.735	76.9	15.5	180	0.0	-0.2612	13912
11.954	76.9	15.5	181	0.0	-0.1875	14271
12.188	77.8	15.4	179	0.0	-0.1991	14514
12.438	77.0	15.4	178	0.0	-0.2045	14754
12.672	77.8	15.5	178	0.0	-0.2278	15117
12.922	77.0	15.4	178	0.0	-0.2289	15354
13.157	77.3	15.6	179	0.0	-0.2192	15603
13.391	76.6	15.8	179	0.0	-0.2666	15963
13.625	76.2	15.8	180	0.0	-0.2425	16203
13.875	75.8	15.8	179	0.0	-0.2632	16561
14.110	76.3	15.9	180	0.0	-0.2988	16803
14.344	75.8	15.7	179	0.0	-0.3044	17040
14.579	77.4	15.4	179	0.0	-0.2882	17400
14.829	76.5	15.2	179	0.0	-0.2540	17632
15.079	76.0	15.2	179	0.0	-0.1590	17980
15.297	75.2	15.1	180	0.0	-0.1739	18211
15.532	76.2	15.2	180	0.0	-0.1780	18444
15.782	77.5	15.3	179	0.0	-0.1896	18802
16.016	77.4	15.4	177	0.0	-0.1899	19048
16.282	76.4	15.4	179	0.0	-0.1651	19405
16.532	76.0	15.4	177	0.0	-0.1472	19643
16.750	76.6	15.4	180	0.0	-0.1185	19878
16.985	76.2	15.3	179	0.0	-0.1485	20238
17.235	75.6	15.3	179	0.0	-0.0960	20473
17.469	77.2	15.3	178	0.0	-0.0583	20836
17.704	76.7	15.3	180	0.0	-0.0530	21076
17.938	75.7	15.3	179	0.0	-0.0668	21302
18.172	77.0	15.4	180	0.0	-0.0472	21675
18.407	76.8	15.5	179	0.0	-0.0896	21919
18.657	76.1	15.5	178	0.0	0.0143	22282
18.891	76.1	15.6	179	0.0	-0.0600	22527
19.110	77.0	15.7	177	0.0	-0.1031	22773
19.344	77.4	15.7	179	0.0	-0.0811	23019
19.594	77.7	15.7	178	0.0	-0.0457	23394
19.829	77.3	15.8	180	0.0	-0.1274	23642
20.063	77.2	16.0	179	0.0	-0.0972	24018
20.329	77.4	15.9	179	0.0	-0.1607	24268
20.563	77.4	15.6	180	0.0	-0.1458	24635
20.813	76.3	15.5	179	0.0	-0.1591	24874
21.063	77.3	15.5	180	0.0	-0.1523	25246
21.313	77.8	15.7	179	0.0	-0.1627	25491
21.532	77.7	15.6	177	0.0	-0.1488	25735
21.766	77.7	15.4	179	0.0	-0.1576	26102
22.032	76.5	15.4	179	0.0	-0.1445	26345
22.282	76.3	15.5	179	0.0	-0.0544	26705
6/23/2025 11:34:13 AM
0.000	11.3	15.3	135	0.0	-0.0010	0
0.313	78.1	20.5	172	0.0	-0.1097	455
0.532	79.1	16.7	177	0.0	-0.1494	836
0.766	76.3	15.9	179	0.0	-0.1477	1083
1.047	76.3	16.1	179	0.0	-0.1701	1450
1.282	77.4	16.0	179	0.0	-0.1739	1692
1.516	76.4	15.9	179	0.0	-0.2450	2060
1.766	77.3	15.8	179	0.0	-0.2149	2308
2.016	77.1	15.8	178	0.0	-0.2844	2673
2.266	76.3	16.0	179	0.0	-0.3116	2913
2.485	76.0	16.0	178	0.0	-0.2795	3154
2.750	76.2	15.8	180	0.0	-0.3074	3518
2.985	77.1	15.6	179	0.0	-0.2791	3761
3.219	75.8	15.8	178	0.0	-0.3001	4115
3.453	76.5	15.9	178	0.0	-0.3576	4357
3.688	76.7	15.8	180	0.0	-0.3365	4594
3.938	77.1	15.5	181	0.0	-0.3389	4950
4.172	77.4	15.4	178	0.0	-0.3094	5189
4.422	77.2	15.3	178	0.0	-0.2896	5540
4.657	77.7	15.4	179	0.0	-0.3001	5786
4.891	78.0	15.4	178	0.0	-0.2632	6026
5.141	77.8	15.5	179	0.0	-0.2749	6381
5.391	77.9	15.6	179	0.0	-0.2696	6628
5.610	76.9	15.6	178	0.0	-0.3151	6986
5.860	76.7	15.7	178	0.0	-0.3220	7226
6.094	77.1	15.7	179	0.0	-0.3269	7468
6.344	76.5	15.8	178	0.0	-0.3455	7829
6.578	76.6	15.8	179	0.0	-0.3399	8069
6.813	76.9	15.8	179	0.0	-0.3289	8309
7.047	77.3	15.6	179	0.0	-0.3546	8663
7.282	76.7	15.5	180	0.0	-0.3236	8900
7.516	76.1	15.5	177	0.0	-0.3309	9251
7.766	77.4	15.2	179	0.0	-0.3074	9486
8.000	77.5	15.1	179	0.0	-0.2946	9721
8.235	76.8	15.2	179	0.0	-0.2716	10070
8.469	76.6	15.1	179	0.0	-0.2483	10307
8.719	76.6	15.1	180	0.0	-0.2169	10538
8.969	76.4	15.1	180	0.0	-0.1986	10889
9.203	76.3	15.2	178	0.0	-0.1296	11129
9.438	77.5	15.2	178	0.0	-0.1512	11492
9.672	78.2	15.3	180	0.0	-0.1404	11737
9.938	76.7	15.3	179	0.0	-0.1440	12090
10.188	78.4	15.3	180	0.0	-0.1194	12340
10.438	76.9	15.3	179	0.0	-0.1355	12706
10.672	76.7	15.4	179	0.0	-0.0572	12945
10.938	76.9	15.4	179	0.0	-0.0648	13312
